Station,River,Drainage_b,Latitude,Longitude,Area_sim_km2,Type,Validation,COMID,watershed,subbasin,Country,Climate
Nile_blue-Nile_km4230,Blue-nile,Nile,10.1284,36.2364,111347.7,Operational,Automatic,7050246,africa,geoglows,Ethiopia,Tropical
Nile_blue-Nile_km4314,Blue-nile,Nile,10.3616,36.6181,103840.45,Operational,Automatic,7049664,africa,geoglows,Ethiopia,Tropical
Nile_blue-Nile_km4320,Blue-nile,Nile,10.3259,36.6581,103840.45,Operational,Automatic,7049664,africa,geoglows,Ethiopia,Tropical
Nile_blue-Nile_km4662,Blue-nile,Nile,10.5744,38.4714,42909.68,Operational,Automatic,7049009,africa,geoglows,Ethiopia,Tropical
Nile_fulus_km4029,Fulus,Nile,9.2204,31.6839,19584.24,Operational,Automatic,7053115,africa,geoglows,South Sudan,Tropical
Nile_kazinga-Channel_km5934,Kazinga-channel,Nile,-0.1135,30.0729,9868.09,Operational,Automatic,7072512,africa,geoglows,Uganda,Tropical
Nile_kazinga-Channel_km5938,Kazinga-channel,Nile,-0.1016,30.1021,9868.09,Operational,Automatic,7072512,africa,geoglows,Uganda,Tropical
Nile_lol_km4471,Lol,Nile,8.9862,28.5451,73236.58,Operational,Automatic,7053490,africa,geoglows,South Sudan,Tropical
Nile_lol_km4782,Lol,Nile,9.1611,26.9961,54102.72,Operational,Automatic,7053240,africa,geoglows,South Sudan,Tropical
Nile_lol_km4838,Lol,Nile,9.1074,26.6474,1090.77,Operational,Automatic,7054307,africa,geoglows,South Sudan,Tropical
Nile_lol_km4861,Lol,Nile,9.0304,26.4986,31464.02,Operational,Automatic,7053538,africa,geoglows,South Sudan,Tropical
Nile_lol_km4904,Lol,Nile,8.8979,26.2285,28562.6,Operational,Automatic,7053705,africa,geoglows,South Sudan,Tropical
Nile_lotilla_km4712,Lotilla,Nile,6.6836,32.9886,39373.95,Operational,Automatic,7059744,africa,geoglows,South Sudan,Tropical
Nile_nahir-Ad-Dindar_km3518,Nahir-ad-dindar,Nile,13.7213,34.0123,37238.56,Operational,Automatic,7040988,africa,geoglows,Sudan,Arid
Nile_nahir-Ad-Dindar_km3530,Nahir-ad-dindar,Nile,13.6527,34.0281,37238.56,Operational,Automatic,7040988,africa,geoglows,Sudan,Arid
Nile_nahir-Ad-Dindar_km3543,Nahir-ad-dindar,Nile,13.6201,34.0356,35804.97,Operational,Automatic,7041743,africa,geoglows,Sudan,Arid
Nile_nahir-Ad-Dindar_km3605,Nahir-ad-dindar,Nile,13.3361,34.1009,34509.83,Operational,Automatic,7041975,africa,geoglows,Sudan,Arid
Nile_nahir-Ad-Dindar_km3611,Nahir-ad-dindar,Nile,13.2939,34.1106,34509.83,Operational,Automatic,7041975,africa,geoglows,Sudan,Arid
Nile_nahir-Ad-Dindar_km3870,Nahir-ad-dindar,Nile,12.7289,34.8181,21849.88,Operational,Automatic,7043482,africa,geoglows,Sudan,Arid
Nile_nahir-Ad-Dindar_km3983,Nahir-ad-dindar,Nile,12.1264,35.1494,13765.05,Operational,Automatic,7045184,africa,geoglows,Sudan,Tropical
Nile_nile_km0044,Nile,Nile,31.1929,30.5314,2936573.66,Operational,Automatic,7003876,africa,geoglows,Egypt,Arid
Nile_nile_km0045,Nile,Nile,31.1901,30.5369,2935670.03,Operational,Automatic,7004245,africa,geoglows,Egypt,Arid
Nile_nile_km0051,Nile,Nile,31.1869,30.5829,2935670.03,Operational,Automatic,7004245,africa,geoglows,Egypt,Arid
Nile_nile_km0154,Nile,Nile,30.5744,30.8272,2932851.39,Operational,Automatic,7005369,africa,geoglows,Egypt,Arid
Nile_nile_km0190,Nile,Nile,30.3471,30.8204,2932851.39,Operational,Automatic,7005369,africa,geoglows,Egypt,Arid
Nile_nile_km0244,Nile,Nile,30.1386,31.1749,2930625.95,Operational,Automatic,7005447,africa,geoglows,Egypt,Arid
Nile_nile_km0374,Nile,Nile,29.1154,31.1496,2915206.94,Operational,Expert,7007478,africa,geoglows,Egypt,Arid
Nile_nile_km0450,Nile,Nile,28.5496,30.8345,2903808.36,Operational,Automatic,7008219,africa,geoglows,Egypt,Arid
Nile_nile_km0582,Nile,Nile,27.5646,30.8455,2884689.81,Operational,Automatic,7010438,africa,geoglows,Egypt,Arid
Nile_nile_km0666,Nile,Nile,27.1424,31.3087,2873659.41,Operational,Automatic,7010907,africa,geoglows,Egypt,Arid
Nile_nile_km0738,Nile,Nile,26.6455,31.6486,2866185.29,Operational,Automatic,7011966,africa,geoglows,Egypt,Arid
Nile_nile_km0789,Nile,Nile,26.3769,31.8736,2855824.36,Operational,Automatic,7012483,africa,geoglows,Egypt,Arid
Nile_nile_km0877,Nile,Nile,26.0969,32.4142,2841752.62,Operational,Automatic,7012951,africa,geoglows,Egypt,Arid
Nile_nile_km1048,Nile,Nile,25.2266,32.6384,2803456.4,Operational,Automatic,7014642,africa,geoglows,Egypt,Arid
Nile_nile_km1597,Nile,Nile,21.7099,31.1804,2598806.56,Operational,Automatic,7022157,africa,geoglows,Sudan,Arid
Nile_nile_km1671,Nile,Nile,21.2931,30.8164,2589244.37,Operational,Automatic,7022945,africa,geoglows,Sudan,Arid
Nile_nile_km1679,Nile,Nile,21.2684,30.7581,2588564.33,Operational,Automatic,7023065,africa,geoglows,Sudan,Arid
Nile_nile_km1755,Nile,Nile,20.8246,30.4626,2583049.39,Operational,Expert,7024001,africa,geoglows,Sudan,Arid
Nile_nile_km1845,Nile,Nile,20.3423,30.5331,2569866.76,Operational,Automatic,7025201,africa,geoglows,Sudan,Arid
Nile_nile_km1908,Nile,Nile,19.9401,30.4356,282.18,Operational,Expert,7026028,africa,geoglows,Sudan,Arid
Nile_nile_km1959,Nile,Nile,19.6939,30.3927,2534816.1,Operational,Expert,7026774,africa,geoglows,Sudan,Arid
Nile_nile_km2169,Nile,Nile,18.0964,30.9319,2453228.64,Operational,Expert,7030127,africa,geoglows,Sudan,Arid
Nile_nile_km2197,Nile,Nile,18.0008,31.1406,2349402.87,Operational,Expert,7030308,africa,geoglows,Sudan,Arid
Nile_nile_km2252,Nile,Nile,18.1399,31.5754,2289640.19,Operational,Automatic,7029994,africa,geoglows,Sudan,Arid
Nile_nile_km2319,Nile,Nile,18.5769,31.9339,2279715.17,Operational,Expert,7029024,africa,geoglows,Sudan,Arid
Nile_nile_km2324,Nile,Nile,18.5828,31.9796,2279361.82,Operational,Expert,7028983,africa,geoglows,Sudan,Arid
Nile_nile_km2330,Nile,Nile,18.6028,32.0239,2278823.84,Operational,Expert,7028918,africa,geoglows,Sudan,Arid
Nile_nile_km2440,Nile,Nile,19.1564,32.5841,2262753.2,Operational,Automatic,7027972,africa,geoglows,Sudan,Arid
Nile_nile_km2463,Nile,Nile,19.2704,32.7114,2260724.38,Operational,Expert,7027516,africa,geoglows,Sudan,Arid
Nile_nile_km2522,Nile,Nile,19.5359,33.1124,2244589.72,Operational,Automatic,7026861,africa,geoglows,Sudan,Arid
Nile_nile_km2525,Nile,Nile,19.5402,33.1431,2244589.72,Operational,Expert,7026861,africa,geoglows,Sudan,Arid
Nile_nile_km2716,Nile,Nile,18.3342,33.791,2182605.37,Operational,Expert,7029560,africa,geoglows,Sudan,Arid
Nile_nile_km2728,Nile,Nile,18.302,33.8754,2181872.02,Operational,Expert,7029795,africa,geoglows,Sudan,Arid
Nile_nile_km2776,Nile,Nile,17.9061,33.9694,2170929.63,Operational,Expert,7030538,africa,geoglows,Sudan,Arid
Nile_nile_km2896,Nile,Nile,16.9814,33.7211,1906145.99,Operational,Automatic,7032833,africa,geoglows,Sudan,Arid
Nile_nile_km2947,Nile,Nile,16.6978,33.4031,1891912.22,Operational,Automatic,7033800,africa,geoglows,Sudan,Arid
Nile_nile_km3013,Nile,Nile,16.5129,32.8963,1886231.38,Operational,Automatic,7034066,africa,geoglows,Sudan,Arid
Nile_nile_km3016,Nile,Nile,16.5059,32.8686,1886231.38,Operational,Expert,7034066,africa,geoglows,Sudan,Arid
Nile_nile_km3096,Nile,Nile,15.9724,32.5549,1878572.68,Operational,Expert,7035345,africa,geoglows,Sudan,Arid
Nile_nyabarongo_km6674,Nyabarongo,Nile,-2.403,30.6134,18529.63,Operational,Automatic,7075830,africa,geoglows,Tanzania,Tropical
Nile_nyabarongo_km6689,Nyabarongo,Nile,-2.3868,30.5044,18529.63,Operational,Automatic,7075830,africa,geoglows,Rwanda,Tropical
Nile_nyabarongo_km6813,Nyabarongo,Nile,-2.0649,30.0722,14042.89,Operational,Automatic,7075305,africa,geoglows,Rwanda,Tropical
Nile_nyanding_km4459,Nyanding,Nile,7.8553,33.0081,118665.23,Operational,Automatic,7056733,africa,geoglows,South Sudan,Tropical
Nile_pibor_km4485,Pibor,Nile,7.7374,33.0339,95328.61,Operational,Automatic,7057179,africa,geoglows,South Sudan,Tropical
Nile_pibor_km4497,Pibor,Nile,7.6798,33.0476,95328.61,Operational,Automatic,7057179,africa,geoglows,South Sudan,Tropical
Nile_ruvubu_km6695,Ruvubu,Nile,-2.5812,30.6519,11190.17,Operational,Automatic,7076104,africa,geoglows,Tanzania,Tropical
Nile_semliki_km5618,Semliki,Nile,0.8991,30.1554,33782.07,Operational,Expert,7071026,africa,geoglows,Democratic Republic of the Congo,Tropical
Nile_semliki_km5690,Semliki,Nile,0.7388,29.7949,31450.24,Operational,Automatic,7071277,africa,geoglows,Democratic Republic of the Congo,Tropical
Nile_semliki_km5768,Semliki,Nile,0.3869,29.5246,29421.76,Operational,Automatic,7071931,africa,geoglows,Democratic Republic of the Congo,Tropical
Nile_semliki_km5782,Semliki,Nile,0.3207,29.5413,29421.76,Operational,Expert,7071931,africa,geoglows,Democratic Republic of the Congo,Tropical
Nile_semliki_km5846,Semliki,Nile,-0.0251,29.6187,27765.41,Operational,Expert,7072556,africa,geoglows,Democratic Republic of the Congo,Tropical
Nile_sobat_km4023,Sobat,Nile,9.2934,31.7009,198459.7,Operational,Expert,7052609,africa,geoglows,South Sudan,Tropical
Nile_sobat_km4029,Sobat,Nile,9.2932,31.7496,198459.7,Operational,Automatic,7052609,africa,geoglows,South Sudan,Tropical
Nile_sobat_km4095,Sobat,Nile,9.2224,32.1533,195700.79,Operational,Automatic,7053158,africa,geoglows,South Sudan,Tropical
Nile_sobat_km4122,Sobat,Nile,9.0714,32.2661,192729.89,Operational,Automatic,7053637,africa,geoglows,South Sudan,Tropical
Nile_sobat_km4133,Sobat,Nile,9.0934,32.3359,192729.89,Operational,Expert,7053637,africa,geoglows,South Sudan,Tropical
Nile_sobat_km4187,Sobat,Nile,8.8488,32.5364,189968.86,Operational,Automatic,7053969,africa,geoglows,South Sudan,Tropical
Nile_sobat_km4281,Sobat,Nile,8.5934,32.9458,180802.59,Operational,Automatic,7054670,africa,geoglows,South Sudan,Tropical
Nile_victoria-Nile_km5354,Victoria-nile,Nile,2.2277,31.4559,352827.24,Operational,Automatic,7068883,africa,geoglows,Uganda,Tropical
Nile_victoria-Nile_km5365,Victoria-nile,Nile,2.2691,31.5358,352827.24,Operational,Automatic,7068883,africa,geoglows,Uganda,Tropical
Nile_victoria-Nile_km5771,Victoria-nile,Nile,0.6651,33.0503,266925.14,Operational,Automatic,7071748,africa,geoglows,Uganda,Tropical
Nile_white-Nile_km3337,White-nile,Nile,14.0486,32.3142,1486019.4,Operational,Automatic,7040071,africa,geoglows,Sudan,Arid
Nile_white-Nile_km3434,White-nile,Nile,13.3429,32.5874,1442250.52,Operational,Expert,7042148,africa,geoglows,Sudan,Arid
Nile_white-Nile_km3465,White-nile,Nile,13.1386,32.7449,1441182.72,Operational,Automatic,7042350,africa,geoglows,Sudan,Arid
Nile_white-Nile_km3493,White-nile,Nile,12.9309,32.7926,1432895.69,Operational,Automatic,7043304,africa,geoglows,Sudan,Arid
Nile_white-Nile_km3622,White-nile,Nile,11.8536,32.7487,2418.41,Operational,Automatic,7045725,africa,geoglows,South Sudan,Arid
Nile_white-Nile_km3679,White-nile,Nile,11.3859,32.677,1387865.15,Operational,Expert,7046975,africa,geoglows,South Sudan,Arid
Nile_white-Nile_km3739,White-nile,Nile,10.9464,32.5424,1368931.03,Operational,Automatic,7048313,africa,geoglows,South Sudan,Arid
Nile_white-Nile_km3769,White-nile,Nile,10.7826,32.3499,1357663.83,Operational,Automatic,7049281,africa,geoglows,South Sudan,Arid
Nile_white-Nile_km3783,White-nile,Nile,10.6871,32.2775,1357663.83,Operational,Expert,7049281,africa,geoglows,South Sudan,Arid
Nile_white-Nile_km3905,White-nile,Nile,9.8654,32.0879,1289946.76,Operational,Expert,7051246,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km3926,White-nile,Nile,11.2376,34.9469,181752.12,Operational,Automatic,7047158,africa,geoglows,Sudan,Tropical
Nile_white-Nile_km3947,White-nile,Nile,9.6708,31.7864,1285243.74,Operational,Expert,7051545,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km3961,White-nile,Nile,9.6106,31.6784,1284685,Operational,Automatic,7051775,africa,geoglows,South Sudan,Arid
Nile_white-Nile_km4029,White-nile,Nile,9.393,31.2596,1057391.23,Operational,Expert,7052430,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4030,White-nile,Nile,9.3943,31.2561,1057391.23,Operational,Automatic,7052430,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4084,White-nile,Nile,9.4561,30.8026,1029072.85,Operational,Expert,7052157,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4088,White-nile,Nile,9.4652,30.7756,1027321.26,Operational,Automatic,7052122,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4152,White-nile,Nile,9.3336,30.3379,555547.45,Operational,Automatic,7052479,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4159,White-nile,Nile,9.2874,30.3471,554510.44,Operational,Automatic,7052908,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4211,White-nile,Nile,8.9819,30.2277,552302.27,Operational,Automatic,7053801,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4218,White-nile,Nile,8.9241,30.215,552302.27,Operational,Automatic,7053801,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4336,White-nile,Nile,8.235,30.3414,549165.07,Operational,Automatic,7056826,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4371,White-nile,Nile,8.0904,30.3944,549165.07,Operational,Automatic,7056826,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4395,White-nile,Nile,7.9564,30.4654,549165.07,Operational,Automatic,7056826,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4436,White-nile,Nile,7.7264,30.5278,544726.48,Operational,Automatic,7057134,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4500,White-nile,Nile,7.3975,30.6476,514637.53,Operational,Automatic,7058063,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4515,White-nile,Nile,7.3208,30.6754,514637.53,Operational,Automatic,7058063,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4528,White-nile,Nile,7.2336,30.7071,513946.5,Operational,Automatic,7058320,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4536,White-nile,Nile,7.1797,30.7269,513559.93,Operational,Automatic,7058735,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4541,White-nile,Nile,7.1546,30.7529,513559.93,Operational,Automatic,7058735,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4568,White-nile,Nile,7.0398,30.8492,513559.93,Operational,Automatic,7058735,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4677,White-nile,Nile,6.5637,31.4018,506507.32,Operational,Expert,7060488,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4681,White-nile,Nile,6.553,31.4296,506507.32,Operational,Automatic,7060488,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4716,White-nile,Nile,6.3391,31.4772,492357.99,Operational,Automatic,7060827,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4721,White-nile,Nile,6.3071,31.4848,492357.99,Operational,Automatic,7060827,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4725,White-nile,Nile,6.2818,31.4929,492357.99,Operational,Automatic,7060827,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4826,White-nile,Nile,5.6101,31.8112,487341.15,Operational,Expert,7062776,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4835,White-nile,Nile,5.5431,31.7972,487341.15,Operational,Automatic,7062776,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4845,White-nile,Nile,5.4648,31.7781,655.21,Operational,Expert,7063219,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4853,White-nile,Nile,5.3989,31.7637,486162.66,Operational,Automatic,7063118,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4884,White-nile,Nile,5.1511,31.7457,485703.09,Operational,Automatic,7063537,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4909,White-nile,Nile,4.9603,31.6646,480093.84,Operational,Expert,7063987,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4934,White-nile,Nile,4.7694,31.599,477700.91,Operational,Automatic,7064450,africa,geoglows,South Sudan,Tropical
Nile_white-Nile_km4994,White-nile,Nile,4.3036,31.5203,466251.37,Operational,Automatic,7065676,africa,geoglows,South Sudan,Tropical
Ntem_ntem_km0223,Ntem,Ntem,2.2265,10.8846,21917.74,Operational,Automatic,7068842,africa,geoglows,Cameroon,Tropical
Ntem_ntem_km0233,Ntem,Ntem,2.2405,10.9584,21541.49,Operational,Automatic,7068811,africa,geoglows,Cameroon,Tropical
Nyanga_nyanga_km0115,Nyanga,Nyanga,-2.8613,10.7629,15633.84,Operational,Automatic,7076475,africa,geoglows,Gabon,Tropical
Nyanga_nyanga_km0185,Nyanga,Nyanga,-3.0594,11.1214,13250.42,Operational,Automatic,7076846,africa,geoglows,Gabon,Tropical
Nyanga_nyanga_km0281,Nyanga,Nyanga,-3.3221,11.5956,10084.81,Operational,Automatic,7077047,africa,geoglows,Gabon,Tropical
Nyanga_nyanga_km0291,Nyanga,Nyanga,-3.3554,11.6534,10084.81,Operational,Automatic,7077047,africa,geoglows,Gabon,Tropical
Nyanga_nyanga_km0326,Nyanga,Nyanga,-3.1606,11.6855,8658.17,Operational,Expert,7076842,africa,geoglows,Gabon,Tropical
Nyong_nyong_km0088,Nyong,Nyong,3.5614,10.3161,23356.69,Operational,Automatic,7066741,africa,geoglows,Cameroon,Tropical
Ogooue_djadidie_km0810,Djadidie,Ogooue,1.063,13.55,3240.3,Research,Expert,7070897,africa,geoglows,Gabon,Tropical
Ogooue_djoua_km0829,Djoua,Ogooue,1.2951,13.4291,9657.49,Operational,Expert,7070475,africa,geoglows,Congo-Brazzaville,Tropical
Ogooue_ivindo_km0548,Ivindo,Ogooue,0.1469,12.3656,52775.34,Operational,Automatic,7072260,africa,geoglows,Gabon,Tropical
Ogooue_ivindo_km0565,Ivindo,Ogooue,0.2471,12.3854,52168.99,Operational,Automatic,7072106,africa,geoglows,Gabon,Tropical
Ogooue_ivindo_km0569,Ivindo,Ogooue,0.251,12.422,52168.99,Research,Expert,7072106,africa,geoglows,Gabon,Tropical
Ogooue_ivindo_km0618,Ivindo,Ogooue,0.3575,12.7016,50980.95,Operational,Expert,7071914,africa,geoglows,Gabon,Tropical
Ogooue_ivindo_km0663,Ivindo,Ogooue,0.5991,12.8936,37700.23,Operational,Expert,7071519,africa,geoglows,Gabon,Tropical
Ogooue_ivindo_km0683,Ivindo,Ogooue,0.7337,12.9616,34959.33,Operational,Expert,7071265,africa,geoglows,Gabon,Tropical
Ogooue_ivindo_km0689,Ivindo,Ogooue,0.7766,12.9711,30161.1,Operational,Expert,7071172,africa,geoglows,Gabon,Tropical
Ogooue_ivindo_km0707,Ivindo,Ogooue,0.8607,12.9899,30161.1,Operational,Expert,7071172,africa,geoglows,Gabon,Tropical
Ogooue_ivindo_km0713,Ivindo,Ogooue,0.8941,12.9976,30161.1,Operational,Expert,7071172,africa,geoglows,Gabon,Tropical
Ogooue_ivindo_km0742,Ivindo,Ogooue,1.0321,13.0199,29535.06,Operational,Automatic,7070828,africa,geoglows,Gabon,Tropical
Ogooue_ivindo_km0743,Ivindo,Ogooue,1.0325,13.0279,29535.06,Operational,Expert,7070828,africa,geoglows,Gabon,Tropical
Ogooue_ivindo_km0754,Ivindo,Ogooue,1.0814,13.083,27329.78,Operational,Expert,7070749,africa,geoglows,Gabon,Tropical
Ogooue_liboumba_km0663,Liboumba,Ogooue,0.564,12.941,7017.08,Research,Expert,7071523,africa,geoglows,Gabon,Tropical
Ogooue_liboumba_km0720,Liboumba,Ogooue,0.6944,13.2206,5933.52,Operational,Expert,7071454,africa,geoglows,Gabon,Tropical
Ogooue_liboumba_km0800,Liboumba,Ogooue,0.768,13.615,659.82,Research,Expert,7071189,africa,geoglows,Gabon,Tropical
Ogooue_ngounie_km0197,Ngounie,Ogooue,-0.601,10.323,32704.03,Research,Expert,7073228,africa,geoglows,Gabon,Tropical
Ogooue_ngounie_km0198,Ngounie,Ogooue,-0.592,10.3306,32704.03,Operational,Automatic,7073228,africa,geoglows,Gabon,Tropical
Ogooue_ngounie_km0275,Ngounie,Ogooue,-1.0238,10.6701,22854.75,Operational,Automatic,7074022,africa,geoglows,Gabon,Tropical
Ogooue_ngounie_km0282,Ngounie,Ogooue,-1.042,10.701,22854.75,Research,Expert,7074022,africa,geoglows,Gabon,Tropical
Ogooue_ngounie_km0283,Ngounie,Ogooue,-1.0545,10.6959,22854.75,Operational,Expert,7074022,africa,geoglows,Gabon,Tropical
Ogooue_ngounie_km0296,Ngounie,Ogooue,-1.142,10.678,22269.1,Research,Expert,7074123,africa,geoglows,Gabon,Tropical
Ogooue_ngounie_km0328,Ngounie,Ogooue,-1.272,10.65,21787.69,Research,Expert,7074288,africa,geoglows,Gabon,Tropical
Ogooue_ngounie_km0344,Ngounie,Ogooue,-1.3675,10.7464,19325.67,Operational,Automatic,7074386,africa,geoglows,Gabon,Tropical
Ogooue_ngounie_km0416,Ngounie,Ogooue,-1.7825,11.0024,15642.81,Operational,Automatic,7075128,africa,geoglows,Gabon,Tropical
Ogooue_ngounie_km0475,Ngounie,Ogooue,-2.0259,11.3024,12160.23,Operational,Automatic,7075289,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0045,Ogooue,Ogooue,-1.073,9.256,213563.06,Research,Expert,7073974,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0047,Ogooue,Ogooue,-1.0656,9.2769,213563.06,Operational,Expert,7073974,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0049,Ogooue,Ogooue,-1.0666,9.2911,213563.06,Operational,Automatic,7073974,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0098,Ogooue,Ogooue,-0.921,9.675,209448.88,Research,Expert,7073864,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0103,Ogooue,Ogooue,-0.8966,9.7061,209448.88,Operational,Automatic,7073864,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0107,Ogooue,Ogooue,-0.802,9.649,209448.88,Research,Expert,7073864,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0116,Ogooue,Ogooue,-0.8516,9.8016,208204.49,Operational,Expert,7073626,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0145,Ogooue,Ogooue,-0.835,10.027,205894.77,Research,Expert,7073591,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0153,Ogooue,Ogooue,-0.709,10.055,205894.77,Research,Expert,7073591,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0160,Ogooue,Ogooue,-0.8336,10.1596,205894.77,Operational,Automatic,7073591,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0165,Ogooue,Ogooue,-2.806,10.312,576.19,Research,Expert,7076410,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0205,Ogooue,Ogooue,-0.506,10.302,171580.9,Research,Expert,7073202,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0212,Ogooue,Ogooue,-0.4804,10.3564,171580.9,Operational,Automatic,7073202,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0242,Ogooue,Ogooue,-0.2912,10.5076,161163.23,Operational,Automatic,7072799,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0304,Ogooue,Ogooue,-0.144,10.898,159558.08,Research,Expert,7072520,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0305,Ogooue,Ogooue,-0.1236,10.9014,159558.08,Operational,Expert,7072520,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0310,Ogooue,Ogooue,-0.1136,10.9356,159558.08,Operational,Expert,7072520,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0371,Ogooue,Ogooue,-0.1034,11.3739,142604.02,Operational,Automatic,7072506,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0375,Ogooue,Ogooue,-0.1081,11.4024,142604.02,Operational,Automatic,7072506,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0412,Ogooue,Ogooue,-0.061,11.642,141720.45,Research,Expert,7072480,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0440,Ogooue,Ogooue,-0.0804,11.8472,133633.26,Operational,Automatic,7072472,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0463,Ogooue,Ogooue,-0.1147,12.0039,130893.33,Operational,Automatic,7072564,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0464,Ogooue,Ogooue,-0.118,12.007,130893.33,Research,Expert,7072564,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0504,Ogooue,Ogooue,-0.2121,12.2849,67403.43,Operational,Automatic,7072666,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0526,Ogooue,Ogooue,-0.3282,12.3861,52575.48,Operational,Automatic,7072969,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0602,Ogooue,Ogooue,-0.8441,12.6126,46941.45,Operational,Expert,7073622,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0644,Ogooue,Ogooue,-0.822,12.904,45170.15,Research,Expert,7073598,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0672,Ogooue,Ogooue,-0.9444,13.0579,43262.37,Operational,Automatic,7073754,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0728,Ogooue,Ogooue,-1.224,13.334,22898.14,Research,Expert,7074240,africa,geoglows,Gabon,Tropical
Ogooue_ogooue_km0782,Ogooue,Ogooue,-1.5779,13.3854,19506.83,Operational,Automatic,7074660,africa,geoglows,Gabon,Tropical
Okavango_okavango_km0022,Okavango,Okavango,-18.5796,22.1076,256421.92,Operational,Expert,7095192,africa,geoglows,Botswana,Arid
Okavango_okavango_km0123,Okavango,Okavango,-18.2091,21.7594,254878.59,Operational,Expert,7094733,africa,geoglows,Namibia,Arid
Okavango_okavango_km0152,Okavango,Okavango,-18.1153,21.5648,254098.44,Operational,Expert,7094635,africa,geoglows,Namibia,Arid
Okavango_okavango_km0247,Okavango,Okavango,-18.0011,20.8738,250365.57,Operational,Expert,7094493,africa,geoglows,Namibia,Arid
Okavango_okavango_km0356,Okavango,Okavango,-17.8976,20.1387,115311.98,Operational,Expert,7094257,africa,geoglows,Namibia,Arid
Okavango_okavango_km0569,Okavango,Okavango,-17.6534,18.6499,81710.25,Operational,Expert,7094030,africa,geoglows,Angola,Arid
Onilahy_onilahy_km0008,Onilahy,Onilahy,-23.5586,43.8331,38551.32,Operational,Automatic,7100419,africa,geoglows,Madagascar,Arid
Onilahy_onilahy_km0019,Onilahy,Onilahy,-23.4721,43.8612,38551.32,Operational,Automatic,7100419,africa,geoglows,Madagascar,Arid
