Folder,Data_Source,Code,Name,Latitude,Longitude,COMID_v1,COMID_v2,Bias Corrected,Corrected Variability,Corrected Correlation,Corrected KGE
North_America,Canada,03JA002,MINTO (LAC),57.296391,-74.75,13003648,740310793,1.000895754,1.043881447,0.935125769,0.921673443
North_America,Canada,03NE001,REID BROOK AT OUTLET OF REID POND,56.373138,-62.161442,13006235,740228864,0.998996315,0.98280447,0.861254677,0.860189563
North_America,Canada,03NE007,MISTASTIN RIVER BELOW MISTASTIN LAKE,55.94294,-63.093811,13007277,740332378,1.005058967,0.956657923,0.830209974,0.824692323
North_America,Canada,03NE011,REID BROOK BELOW TRIBUTARY,56.305061,-62.09256,13006235,740263812,0.997477535,0.809305096,0.491648392,0.457052243
North_America,Canada,03NE013,KOGALUK RIVER BELOW CABOT LAKE,56.157139,-61.776058,13006682,740336398,1.004326009,0.947309576,0.920777073,0.904756799
North_America,Canada,03NF001,UGJOKTOK RIVER BELOW HARP LAKE,55.234138,-61.301689,13010131,740387524,0.98378385,0.8896474,0.830932905,0.797455333
North_America,Canada,03OA005,WABUSH LAKE AT LAKE OUTLET,53.151669,-66.785439,13017938,740488451,1.013960994,0.974652844,0.861009576,0.858029138
North_America,Canada,03OA010,FLORA CREEK BELOW FLORA LAKE,52.971748,-66.834892,13018880,740410511,1.036721444,0.872961231,0.437150903,0.421824923
North_America,Canada,03OA014,WABUSH LAKE AT DOLOMITE ROAD,52.966808,-66.859222,13018566,740454861,1.05744194,0.995512524,0.864444113,0.852707392
North_America,Canada,03OA015,FLORA CREEK BELOW TRANS LABRADOR HIGHWAY,52.96336,-66.836723,13018880,740410511,1.054428685,1.097289374,0.725140391,0.703393344
North_America,Canada,03OC003,ATIKONAK RIVER ABOVE PANCHIA LAKE,52.968441,-64.661613,13018805,740496525,1.003846485,1.053755365,0.934545896,0.915213949
North_America,Canada,03OD008,CHURCHILL RIVER ABOVE CHURCHILL FALLS TAILRACE,53.524639,-64.115028,13016159,740485739,0.999987171,1.042061294,0.315406574,0.314115672
North_America,Canada,03OD009,CHURCHILL RIVER BELOW METCHIN RIVER,53.234476,-63.284476,13017445,740532795,1.000303544,0.962071818,0.82444485,0.820394183
North_America,Canada,03OD010,CHURCHILL RIVER BELOW CHURCHILL FALLS TAILRACE,53.504108,-63.945419,13016518,740492460,0.999861044,0.897871809,0.742150321,0.7226615
North_America,Canada,03OE001,CHURCHILL RIVER ABOVE UPPER MUSKRAT FALLS,53.24831,-60.78511,13017290,740532796,0.999342658,0.951704956,0.873708662,0.864787777
North_America,Canada,03OE003,MINIPI RIVER BELOW MINIPI LAKE,52.612579,-61.18544,13020150,740456226,0.991304112,1.057189084,0.875515833,0.862731949
North_America,Canada,03OE004,CHURCHILL RIVER BELOW LOWER MUSKRAT FALLS,53.240417,-60.712917,13017283,740539516,1.095895954,0.730622057,0.844311011,0.674424246
North_America,Canada,03OE005,CHURCHILL RIVER BETWEEN UPPER AND LOWER MUSKRAT FALLS,53.244171,-60.773331,13017290,740535484,0.859436968,1.303777834,0.63509698,0.504830178
North_America,Canada,03OE006,CHURCHILL RIVER BELOW GULL ISLAND RAPIDS,52.9725,-61.4375,13018459,740522059,0.981245312,0.875918876,0.497053706,0.481634455
North_America,Canada,03OE007,CHURCHILL RIVER AT FOOT OF LOWER MUSKRAT FALLS,53.249168,-60.76889,13017290,740535484,0.97733287,0.965983297,0.852114984,0.846569518
North_America,Canada,03OE008,CHURCHILL RIVER AT GRIZZLE RAPIDS,52.968891,-61.43306,13018459,740522059,0.982359791,1.015924462,0.70494716,0.703991649
North_America,Canada,03OE013,CHURCHILL RIVER ABOVE GRIZZLE RAPIDS,52.970081,-61.445389,13018459,740522059,1.001598516,0.989453929,0.738759964,0.738542296
North_America,Canada,03OE014,CHURCHILL RIVER 6.15 KMS BELOW LOWER MUSKRAT FALLS,53.237579,-60.675251,13017283,740540860,1.013823409,0.9662149,0.842339479,0.838168732
North_America,Canada,03PB002,NASKAUPI RIVER BELOW NASKAUPI LAKE,54.13192,-61.426811,13013726,740438660,0.987555671,0.990137745,0.946567246,0.944257874
North_America,Canada,03QC001,EAGLE RIVER ABOVE FALLS,53.534279,-57.493858,13016101,740477675,0.99439114,0.971499843,0.843356689,0.840686331
North_America,Canada,03QC002,ALEXIS RIVER NEAR PORT HOPE SIMPSON,52.648609,-56.87122,13019956,740487136,0.995728914,0.937184146,0.690739741,0.684395847
North_America,Canada,03QC003,ST LEWIS RIVER ABOVE ST LEWIS INLET,52.446861,-56.297581,13020950,740491180,1.026989068,0.991962603,0.608276466,0.607265564
North_America,Canada,03QC004,GILBERT RIVER AT OUTLET OF GILBERT LAKE,52.673141,-56.153889,13019876,740492510,1.000995131,0.973383665,0.819046046,0.817096329
North_America,Canada,04AA002,OXFORD LAKE AT OXFORD HOUSE,54.937917,-95.292704,13010487,730376777,0.999598986,1.111155554,0.596318072,0.581293878
North_America,Canada,04AA003,BACK LAKE NEAR OXFORD HOUSE,54.944859,-95.237917,13010683,730346056,0.99988501,0.989101948,0.649252677,0.649083393
North_America,Canada,04AB001,HAYES RIVER BELOW GODS RIVER,56.416672,-92.809174,13006008,730287050,1.001228801,1.038149146,0.721732523,0.719126976
North_America,Canada,04AB719,HAYES RIVER BELOW BLACKWATER CREEK,56.8508,-92.6539,13005004,730231972,0.989187034,0.723091285,0.600157089,0.513512888
North_America,Canada,04AC001,GODS LAKE AT GODS LAKE NARROWS,54.555561,-94.477783,13011966,730393451,0.970473098,70.95928042,0.382872585,-68.96200851
North_America,Canada,04AC002,ISLAND LAKE NEAR ISLAND LAKE,53.866669,-94.673607,13014944,730393451,1.000038399,1.220189435,0.789414405,0.695320362
North_America,Canada,04AC008,RED SUCKER LAKE AT RED SUCKER LAKE,54.159052,-93.558219,13013564,730312845,0.998908162,1.261469261,0.652560706,0.565165055
North_America,Canada,04AD002,GODS RIVER NEAR SHAMATTAWA,55.850585,-92.098892,13007512,730269179,0.996825028,0.903839453,0.690442729,0.675835481
North_America,Canada,04CA002,SEVERN RIVER AT OUTLET OF MUSKRAT DAM LAKE,53.489471,-91.510223,13016474,730503623,0.996588852,0.957587225,0.792962822,0.788635688
North_America,Canada,04CA003,ROSEBERRY RIVER ABOVE ROSEBERRY LAKES,52.655361,-92.513519,13020016,730407695,0.999503569,0.911002712,0.638943459,0.62813633
North_America,Canada,04CA004,SEVERN RIVER AT OUTLET OF DEER LAKE,52.67395,-93.991341,13019899,730430735,0.996172225,0.752538955,0.763075063,0.657384988
North_America,Canada,04CA005,FLANAGAN RIVER AT OUTLET OF NORTH SPIRIT LAKE,52.524583,-93.054583,13020451,730416666,0.994724648,0.729235602,0.613803957,0.528313058
North_America,Canada,04CB001,WINDIGO RIVER ABOVE MUSKRAT DAM LAKE,53.350189,-91.791611,13017141,730397397,0.997153717,0.988546685,0.83851653,0.838085853
North_America,Canada,04DA002,WINISK RIVER AT KANUCHUAN RAPIDS,52.959728,-87.689461,13018533,730428150,0.997660474,0.938598101,0.873411254,0.859286187
North_America,Canada,04DB001,ASHEWEIG RIVER AT STRAIGHT LAKE,53.706312,-87.947854,13016143,730417856,0.998533676,0.984456137,0.8035986,0.802979007
North_America,Canada,04DC001,WINISK RIVER BELOW ASHEWEIG RIVER TRIBUTARY,54.499611,-87.227692,13012417,730476657,0.998826147,0.981322755,0.72466398,0.724028731
North_America,Canada,04DC002,SHAMATTAWA RIVER AT OUTLET OF SHAMATTAWA LAKE,54.289749,-85.651527,13013688,730454918,0.997804803,0.795283946,0.591271991,0.542865374
North_America,Canada,04EA001,EKWAN RIVER BELOW NORTH WASHAGAMI RIVER,53.80611,-84.918083,13015514,730394796,0.992001833,0.849209874,0.663618458,0.631280358
North_America,Canada,04FA001,OTOSKWIN RIVER BELOW BADESDAWA LAKE,51.82375,-89.602083,13023454,730485848,1.00008441,0.963432366,0.762265665,0.759469725
North_America,Canada,04FA002,KAWINOGANS RIVER NEAR PICKLE CROW,51.648312,-89.886917,13024715,730444903,0.999963112,0.955192827,0.715306831,0.711802352
North_America,Canada,04FB001,ATTAWAPISKAT RIVER BELOW ATTAWAPISKAT LAKE,52.085781,-87.056389,13022299,730460224,0.998725822,0.943266985,0.726250288,0.720430396
North_America,Canada,04FC001,ATTAWAPISKAT RIVER BELOW MUKETEI RIVER,53.091309,-85.07225,13017922,730469095,0.99793144,0.942129438,0.587835018,0.583787009
North_America,Canada,04FC002,ATTAWAPISKAT RIVER ABOVE LAWASHI CHANNEL,52.932251,-83.367638,13018786,730419191,0.996008041,0.885363274,0.553129316,0.538642305
North_America,Canada,04FC003,MUKETEI RIVER NEAR OTOSKWIN-ATTAWAPISKAT RIVER PROVINCIAL PARK,52.866669,-86.240562,13019058,730443517,0.998744679,0.877090142,0.678391587,0.655703064
North_America,Canada,04GA002,CAT RIVER BELOW WESLEYAN LAKE,51.173779,-91.594582,13026665,730428303,0.998947953,1.06177488,0.836501015,0.825216818
North_America,Canada,04GA003,PASHKOKOGAN RIVER AT OUTLET OF PASHKOKOGAN LAKE,51.037399,-90.19796,13027081,730502557,1.000668876,1.045483458,0.851820322,0.844995454
North_America,Canada,04GB004,OGOKI RIVER ABOVE WHITECLAY LAKE,50.86842,-88.93161,13027995,730418090,1.016577752,1.038083019,0.891962746,0.884253784
North_America,Canada,04GB005,BRIGHTSAND RIVER AT MOBERLEY,49.611309,-90.580811,13033447,730327324,1.002175793,1.10823338,0.749077904,0.726721576
North_America,Canada,04GC002,ALBANY RIVER BELOW ACHAPI LAKE,51.366581,-89.422279,13025980,730438528,1.001507654,1.03003895,0.795403718,0.793204811
North_America,Canada,04GD001,ALBANY RIVER ABOVE NOTTIK ISLAND,51.641529,-86.390999,13024760,730460263,0.997856236,1.020710331,0.810471222,0.809330991
North_America,Canada,04HA001,ALBANY RIVER NEAR HAT ISLAND,51.330559,-83.833328,13025732,730523011,1.011216607,0.980935824,0.7076234,0.706787907
North_America,Canada,04HA002,ALBANY RIVER ABOVE FISHING CREEK ISLAND,51.853809,-82.975418,13023717,730484569,1.017436944,0.974951654,0.609281585,0.608091406
North_America,Canada,04HA003,STOOPING RIVER ABOVE THE MOUTH,51.930561,-82.015533,13023075,730475599,0.967707087,1.03977989,0.885042457,0.874140918
North_America,Canada,04JC002,NAGAGAMI RIVER AT HIGHWAY NO. 11,49.772888,-84.536942,13033717,730364426,0.996453611,1.040386803,0.796252496,0.792258054
North_America,Canada,04JD001,LONG LAKE AT LONGLAC,49.76944,-86.551392,13032390,730338826,1.000093305,0.901515849,0.743434992,0.725182351
North_America,Canada,04JD005,PAGWACHUAN RIVER AT HIGHWAY NO. 11,49.764191,-85.226189,13032404,730352906,1.001535247,1.050611878,0.602858116,0.599643166
North_America,Canada,04JD006,KENOGAMISIS LAKE NEAR GERALDTON,49.692081,-86.881248,13032684,730329872,1.000036307,1.082816045,0.457287306,0.451004948
North_America,Canada,04JF001,LITTLE CURRENT RIVER AT PERCY LAKE,50.66119,-86.536247,13028713,730425788,1.00282804,1.051798246,0.798555603,0.791983411
North_America,Canada,04JG001,KENOGAMI RIVER NEAR MAMMAMATTAWA,50.422859,-84.381531,13029792,730439890,1.001114564,1.057220887,0.715435315,0.709737132
North_America,Canada,04KA001,KWETABOHIGAN RIVER NEAR THE MOUTH,51.160831,-80.863937,13026541,730473105,1.005577794,1.027471723,0.599286701,0.598307387
North_America,Canada,04LA002,MATTAGAMI RIVER NEAR TIMMINS,48.404308,-81.448357,13037979,730216066,0.98384892,1.042216671,0.688918802,0.685652078
North_America,Canada,04LA003,TATACHIKAPIKA RIVER NEAR TIMMINS,48.32972,-81.58017,13038183,730231431,0.999943891,1.035650868,0.728468357,0.726137953
North_America,Canada,04LA004,MOUNTJOY RIVER NEAR TIMMINS,48.345058,-81.332642,13039079,730217349,1.000144736,1.054180287,0.639475493,0.635427038
North_America,Canada,04LA005,MINISINAKWA RIVER NEAR GOGAMA,47.715191,-81.61261,13040559,730134204,0.999990869,1.01537026,0.806445196,0.805835876
North_America,Canada,04LA006,MOLLIE RIVER AT HIGHWAY NO. 144,47.496109,-81.848778,13041357,730076620,1.000593191,1.029938888,0.595046341,0.5939407
North_America,Canada,04LB002,KAMISKOTIA RIVER ABOVE ENID CREEK,48.62664,-81.630333,13037398,730199404,1.003190935,1.064751876,0.732540253,0.72479516
North_America,Canada,04LC002,IVANHOE LAKE NEAR FOLEYET,48.182751,-82.501106,13039773,730202004,0.999953778,1.170434722,0.705202406,0.659480371
North_America,Canada,04LC003,IVANHOE RIVER AT FOLEYET,48.25021,-82.44381,13038482,730198157,0.999919934,1.085602266,0.746162097,0.73211675
North_America,Canada,04LD001,GROUNDHOG RIVER AT FAUQUIER,49.310841,-82.041428,13034333,730320947,1.003325616,1.125224609,0.691619923,0.667147879
North_America,Canada,04LE002,NEMEGOSENDA RIVER NEAR CHAPLEAU,47.938171,-83.060692,13040509,730162345,0.999942928,1.149654637,0.652490094,0.621635561
North_America,Canada,04LF001,KAPUSKASING RIVER AT KAPUSKASING,49.414421,-82.439941,13033975,730341418,1.021025026,1.11778995,0.765969163,0.737156023
North_America,Canada,04LG004,MOOSE RIVER ABOVE MOOSE RIVER,50.751579,-81.451393,13028328,730457782,1.000396584,1.002313406,0.748446808,0.748435858
North_America,Canada,04LG005,MATTAGAMI RIVER AT ADAM CREEK,50.24667,-82.093887,13030431,730384863,1.001854574,0.865712652,0.725167314,0.69410862
North_America,Canada,04LJ001,MISSINAIBI RIVER AT MATTICE,49.61108,-83.267776,13033136,730311961,1.054995533,1.052375027,0.694091298,0.684805162
North_America,Canada,04LK001,MATTAWISHKWIA RIVER AT HEARST,49.682812,-83.656799,13032828,730336273,1.005314606,1.084847735,0.779967992,0.764115563
North_America,Canada,04LM001,MISSINAIBI RIVER BELOW WABOOSE RIVER,50.585442,-82.091003,13029339,730439875,1.003717414,1.099400504,0.706982179,0.690559016
North_America,Canada,04MA004,ABITIBI (LAC) A MANCEBOURG,48.75,-79.227783,13036650,730242911,1.000464192,0.907306185,0.927027681,0.882028317
North_America,Canada,04MB002,DRIFTWOOD RIVER AT MONTEITH,48.644569,-80.674667,13037278,730194284,1.000020248,0.961118126,0.375649245,0.374439718
North_America,Canada,04MB004,WATABEAG RIVER BELOW WATABEAG LAKE,48.304329,-80.579887,13038332,730176392,0.999582364,1.17469116,0.478478886,0.449998684
North_America,Canada,04MD003,FREDERICK HOUSE RIVER AT NIGHTHAWK LAKE,48.547218,-80.973892,13037291,730205812,1.000466205,1.003136144,0.849734307,0.849700861
North_America,Canada,04MD004,PORCUPINE RIVER AT HOYLE,48.55014,-81.054314,13037334,730219886,1.000172797,0.948169761,0.714622216,0.709953654
North_America,Canada,04MD005,PORCUPINE LAKE NEAR PORCUPINE,48.478329,-81.190247,13037557,730139257,0.999641766,0.901573321,0.509713647,0.499931357
North_America,Canada,04ME003,ABITIBI RIVER AT ONAKAWANA,50.602921,-81.414642,13029222,730414278,1.013277667,1.006493765,0.663325812,0.663001522
North_America,Canada,04ME005,NEWPOST CREEK NEAR THE MOUTH,49.972031,-81.512032,13032303,730391288,1.000126894,0.990347304,0.694761891,0.694609277
North_America,Canada,04MF001,NORTH FRENCH RIVER NEAR THE MOUTH,51.076721,-80.764076,13027106,730517917,1.000669402,1.125090996,0.706595304,0.681041506
North_America,Canada,05AA008,CROWSNEST RIVER AT FRANK,49.597321,-114.410637,13033224,730263319,1.022797493,1.242704517,0.814209493,0.693498253
North_America,Canada,05AA022,CASTLE RIVER NEAR BEAVER MINES,49.488659,-114.144379,13033520,730324769,1.050308777,1.046264449,0.837909159,0.824088621
North_America,Canada,05AA024,OLDMAN RIVER NEAR BROCKET,49.557812,-113.822723,13033213,730338842,1.080164715,1.035316807,0.867742468,0.841362952
North_America,Canada,05AA032,OLDMAN RESERVOIR NEAR PINCHER CREEK,49.612083,-114.05625,13033007,730326036,1.001146451,0.592558319,0.705985164,0.497551235
North_America,Canada,05AA035,OLDMAN RIVER AT RANGE ROAD NO. 13A,49.727692,-114.086487,13033007,730346509,1.00962961,0.961454354,0.679442095,0.67698937
North_America,Canada,05AB021,WILLOW CREEK NEAR CLARESHOLM,50.01852,-113.714844,13031573,730379762,1.160778009,1.083141329,0.587153418,0.549218069
North_America,Canada,05AB037,CHAIN LAKES RESERVOIR NEAR NANTON,50.201839,-114.190064,13030851,730323428,0.999957769,1.106190242,0.717985914,0.698655822
North_America,Canada,05AB044,PINE COULEE RESERVOIR NEAR STAVELY,50.12167,-113.749023,13031005,730290149,0.998615307,1.235725286,0.752460813,0.658175518
North_America,Canada,05AC003,LITTLE BOW RIVER AT CARMANGAY,50.127651,-113.118187,13030957,730374633,0.958578739,1.15316129,0.353035846,0.33386434
North_America,Canada,05AC012,LITTLE BOW RIVER BELOW TRAVERS DAM,50.172598,-112.720098,13031290,730406629,0.996758077,1.569702403,0.439774489,0.200985631
North_America,Canada,05AC022,LAKE MCGREGOR AT SOUTH DAM,50.27861,-112.826393,13030519,730411740,0.994978321,5.200755467,0.243354697,-3.268358446
North_America,Canada,05AC940,TWIN VALLEY RESERVOIR AT HIGHWAY NO. 529,50.23333,-113.403328,13030956,730400224,1.000065756,1.012512407,0.592975153,0.59278287
North_America,Canada,05AD003,WATERTON RIVER NEAR WATERTON PARK,49.113659,-113.839401,13035164,730221122,1.095466576,1.105818516,0.918524978,0.835836653
North_America,Canada,05AD005,BELLY RIVER NEAR MOUNTAIN VIEW,49.099602,-113.697723,13035694,730213443,1.042501696,1.120912705,0.907908367,0.842180023
North_America,Canada,05AD007,OLDMAN RIVER NEAR LETHBRIDGE,49.709419,-112.862877,13032790,730365710,1.174067356,0.95139042,0.727322207,0.672867741
North_America,Canada,05AD010,DRYWOOD CREEK NEAR THE MOUTH,49.294411,-113.794243,13034267,730251826,1.030491062,1.222165286,0.73944055,0.656229224
North_America,Canada,05AD025,WATERTON LAKE AT WATERTON PARK,49.0536,-113.907051,13035212,730251848,1.00000718,0.986556542,0.871532888,0.870831406
North_America,Canada,05AD026,WATERTON RESERVOIR,49.320229,-113.684158,13034228,730285105,1.00051189,0.797799834,0.613718055,0.563996662
North_America,Canada,05AD028,WATERTON RIVER NEAR GLENWOOD,49.433361,-113.484779,13033792,730308134,1.116416836,1.077315403,0.693463715,0.663109743
North_America,Canada,05AD041,BELLY RIVER NEAR GLENWOOD,49.352119,-113.480438,13034515,730271021,1.098668514,0.994854888,0.593350149,0.581519356
North_America,Canada,05AE002,LEE CREEK AT CARDSTON,49.199711,-113.296516,13035353,730237756,1.040383602,1.07671334,0.427940707,0.421408947
North_America,Canada,05AE006,ST. MARY RIVER NEAR LETHBRIDGE,49.57346,-112.84671,13033147,730338843,1.069596907,1.118909094,0.714943814,0.683392781
North_America,Canada,05AE025,ST. MARY RESERVOIR NEAR SPRING COULEE,49.363049,-113.114563,13034490,730282541,1.000623686,0.84270118,0.467167973,0.444434273
North_America,Canada,05AG006,OLDMAN RIVER NEAR THE MOUTH,49.918892,-111.800003,13031836,730405373,1.05490704,1.100013849,0.683283408,0.663359313
North_America,Canada,05AJ001,SOUTH SASKATCHEWAN RIVER AT MEDICINE HAT,50.042091,-110.677544,13031359,730401521,1.053222623,1.187808755,0.676369386,0.622056155
North_America,Canada,05BA002,PIPESTONE RIVER NEAR LAKE LOUISE,51.433109,-116.17495,13025281,730451318,0.958293645,1.111463619,0.836582196,0.797839329
North_America,Canada,05BB001,BOW RIVER AT BANFF,51.17223,-115.57177,13026440,730412943,1.002924914,0.987746396,0.932802777,0.931632079
North_America,Canada,05BC001,SPRAY RIVER AT BANFF,51.160179,-115.554466,13026731,730435990,0.948625667,1.617905933,0.657096946,0.291459551
North_America,Canada,05BE005,GHOST LAKE NEAR COCHRANE,51.212773,-114.708894,13026374,730428300,0.999962456,1.022279851,0.113206151,0.112926315
North_America,Canada,05BF005,UPPER KANANASKIS LAKE,50.616669,-115.116669,13028885,730387390,0.999643216,1.238577231,0.769496082,0.668260224
North_America,Canada,05BF009,LOWER KANANASKIS LAKE,50.688889,-115.125,13028510,730315710,0.999774111,1.154945519,0.710825672,0.671929951
North_America,Canada,05BF024,BARRIER LAKE NEAR SEEBE,51.033058,-115.04139,13027482,730443676,1.000126441,1.035339508,0.620299816,0.618658779
North_America,Canada,05BG006,WAIPAROUS CREEK NEAR THE MOUTH,51.283188,-114.838188,13025949,730434693,1.004578107,1.265699098,0.653405438,0.563256643
North_America,Canada,05BG010,GHOST RIVER ABOVE WAIPAROUS CREEK,51.270031,-114.92553,13026220,730424455,1.012229545,1.030158662,0.337142612,0.336344198
North_America,Canada,05BH004,BOW RIVER AT CALGARY,51.050005,-114.051672,13026983,730441114,0.996404332,1.30698873,0.667497717,0.547437544
North_America,Canada,05BH015,JUMPINGPOUND CREEK AT TOWNSHIP ROAD NO. 252,51.128311,-114.567497,13026909,730433432,1.014815737,1.709415701,0.560675442,0.165436515
North_America,Canada,05BJ001,ELBOW RIVER BELOW GLENMORE DAM,51.012791,-114.093201,13027255,730444960,1.065614296,1.333669816,0.775203946,0.592355488
North_America,Canada,05BJ004,ELBOW RIVER AT BRAGG CREEK,50.948929,-114.570953,13027750,730414243,1.034251867,1.098638361,0.447637908,0.437855359
North_America,Canada,05BJ008,GLENMORE RESERVOIR AT CALGARY,51.000561,-114.097504,13027255,730444960,1.000002799,1.0294143,0.56939844,0.568394967
North_America,Canada,05BJ010,ELBOW RIVER AT SARCEE BRIDGE,50.9935,-114.169891,13027255,730420638,1.084262389,0.427520214,0.345343486,0.126267543
North_America,Canada,05BL004,HIGHWOOD RIVER BELOW LITTLE BOW CANAL,50.591656,-113.881677,13029429,730476996,1.052781588,0.979496805,0.689824265,0.684698139
North_America,Canada,05BL012,SHEEP RIVER AT OKOTOKS,50.723888,-113.973473,13028450,730444983,1.001816017,1.190445275,0.640631425,0.593283301
North_America,Canada,05BL014,SHEEP RIVER AT BLACK DIAMOND,50.688549,-114.244911,13028842,730444987,1.027620472,0.766882735,0.402357417,0.357907166
North_America,Canada,05BL022,CATARACT CREEK NEAR FORESTRY ROAD,50.285259,-114.588707,13030378,730299101,1.033582966,1.087744743,0.791141172,0.770982608
North_America,Canada,05BL024,HIGHWOOD RIVER NEAR THE MOUTH,50.782501,-113.82267,13028323,730412977,1.05486279,1.029434896,0.357288749,0.354280176
North_America,Canada,05BN012,BOW RIVER NEAR THE MOUTH,50.047279,-111.59092,13031631,730445038,1.015016919,1.480467707,0.533190954,0.329936263
North_America,Canada,05CA009,RED DEER RIVER BELOW BURNT TIMBER CREEK,51.646252,-115.019249,13024349,730441064,1.009616025,1.051740812,0.586974685,0.583635388
North_America,Canada,05CB001,LITTLE RED DEER RIVER NEAR THE MOUTH,52.02824,-114.140289,13022577,730476871,1.131837947,1.082777212,0.515096699,0.490721567
North_America,Canada,05CB004,RAVEN RIVER NEAR RAVEN,52.089279,-114.477478,13022268,730435904,1.124982558,0.933716654,0.713519521,0.680492274
North_America,Canada,05CB006,GLENIFFER RESERVOIR NEAR DICKSON,52.04644,-114.228813,13022647,730544710,1.000042765,0.973039197,0.833319031,0.831152637
North_America,Canada,05CB007,DICKSON DAM TUNNEL OUTLET,52.05835,-114.218582,13022647,730506308,0.994505054,0.928673771,0.642180739,0.635099673
North_America,Canada,05CC001,BLINDMAN RIVER NEAR BLACKFALDS,52.356998,-113.794998,13021167,730466601,1.049453744,0.982560798,0.716716383,0.711903825
North_America,Canada,05CC007,MEDICINE RIVER NEAR ECKVILLE,52.319561,-114.34417,13021614,730480683,1.043669679,0.990505907,0.643929641,0.641136128
North_America,Canada,05CE001,RED DEER RIVER AT DRUMHELLER,51.46727,-112.711487,13025291,730505078,1.129626198,1.136245654,0.707559731,0.652311719
North_America,Canada,05CK004,RED DEER RIVER NEAR BINDLOSS,50.902691,-110.2995,13027769,730464166,1.082660198,1.071047828,0.718698696,0.698319829
North_America,Canada,05DA007,MISTAYA RIVER NEAR SASKATCHEWAN CROSSING,51.88427,-116.689194,13023782,730434644,0.97860983,0.878402256,0.824776604,0.785647979
North_America,Canada,05DA009,NORTH SASKATCHEWAN RIVER AT WHIRLPOOL POINT,52.00119,-116.470932,13022650,730451272,1.000440779,0.913364735,0.850943117,0.827594032
North_America,Canada,05DB002,PRAIRIE CREEK NEAR ROCKY MOUNTAIN HOUSE,52.273861,-114.929176,13021872,730467890,1.010805143,0.956685408,0.682840272,0.679713881
North_America,Canada,05DB006,CLEARWATER RIVER NEAR DOVERCOURT,52.252102,-114.85582,13021913,730487090,0.980455904,1.111927028,0.618813912,0.602240695
North_America,Canada,05DC001,NORTH SASKATCHEWAN RIVER NEAR ROCKY MOUNTAIN HOUSE,52.376701,-114.941322,13021101,730464040,0.9876107,0.948381307,0.289140185,0.287160845
North_America,Canada,05DC009,LAKE ABRAHAM NEAR NORDEGG,52.307917,-116.33529,13021775,730481970,0.999798146,1.05580505,0.899134683,0.884726168
North_America,Canada,05DD006,BRAZEAU RESERVOIR,52.970558,-115.580277,13018687,730474227,0.99923734,1.369546874,0.762974483,0.560970878
North_America,Canada,05DD009,NORDEGG RIVER AT SUNCHILD ROAD,52.819969,-115.520264,13019362,730440962,0.95502904,0.841421895,0.536410533,0.507979069
North_America,Canada,05DE002,WABAMUN LAKE AT WABAMUN,53.555828,-114.469139,13016110,730361539,0.99976545,1.430042161,0.513073079,0.350358452
North_America,Canada,05DF001,NORTH SASKATCHEWAN RIVER AT EDMONTON,53.537209,-113.485497,13016175,730462659,0.970383326,0.983854981,0.568894227,0.5675766
North_America,Canada,05EA005,STURGEON RIVER NEAR VILLENEUVE,53.65535,-113.762466,13015722,730428088,1.104425274,1.074596087,0.560627701,0.542269478
North_America,Canada,05EF001,NORTH SASKATCHEWAN RIVER NEAR DEER CREEK,53.52319,-109.617889,13016128,730428095,1.010964483,1.028010182,0.701254281,0.699743785
North_America,Canada,05FA001,BATTLE RIVER NEAR PONOKA,52.66325,-113.581413,13019874,730424335,1.138360323,1.072349806,0.650959655,0.617629452
North_America,Canada,05FA011,BATTLE RIVER AT DUHAMEL,52.948589,-112.964668,13018806,730453749,0.995056853,0.829220873,0.572158616,0.539306832
North_America,Canada,05FA016,COAL LAKE RESERVOIR NEAR WETASKIWIN,53.003101,-113.219132,13018346,730403825,0.999587758,1.756246498,0.234037868,-0.076386048
North_America,Canada,05FA020,DRIEDMEAT LAKE AT OUTFLOW,52.785,-112.71611,13019680,730478082,0.999898251,1.122772191,0.521414525,0.505917943
North_America,Canada,05FE004,BATTLE RIVER NEAR THE SASKATCHEWAN BOUNDARY,52.85625,-110.019322,13018969,730487038,1.070531068,0.986313687,0.692425633,0.684145702
North_America,Canada,05GG001,NORTH SASKATCHEWAN RIVER AT PRINCE ALBERT,53.203442,-105.772141,13017444,730402527,1.066347925,1.175203512,0.727139304,0.669014688
North_America,Canada,05GG005,ANGLIN LAKE RESERVOIR,53.663891,-106.008331,13015717,730379447,0.999916623,0.857628467,0.327034898,0.312139775
North_America,Canada,05GG008,EMMA LAKE NEAR TWEEDSMUIR,53.56889,-105.889168,13016460,730334655,0.999726394,0.839223405,0.046294391,0.032837358
North_America,Canada,05GG009,CHRISTOPHER LAKE NEAR CHRISTOPHER LAKE,53.547501,-105.811668,13016460,730379457,0.999776968,0.949860467,0.093711696,0.092325767
North_America,Canada,05HA063,JUNCTION RESERVOIR NEAR MAPLE CREEK,49.96944,-109.518059,13031657,730347770,0.993708104,2.177297012,0.09085863,-0.487483067
North_America,Canada,05HA064,DOWNIE LAKE RESERVOIR NEAR MAPLE CREEK,49.783611,-109.680283,13032450,730236424,0.997506551,0.911672878,0.11045678,0.106078841
North_America,Canada,05HC004,LAKE DIEFENBAKER AT SASKATCHEWAN LANDING,50.65583,-107.968887,13028696,730498749,0.999463486,1.092420997,0.881604299,0.849801896
